timestamp_unix,timestamp_iso,participant_full_id,accelerometers_std_g,missing_value_reason
1770613200000,2026-02-09T05:00:00Z,1788-1-1-GV,,device_not_recording
1770613260000,2026-02-09T05:01:00Z,1788-1-1-GV,,device_not_recording
1770613320000,2026-02-09T05:02:00Z,1788-1-1-GV,,device_not_recording
1770613380000,2026-02-09T05:03:00Z,1788-1-1-GV,,device_not_recording
1770613440000,2026-02-09T05:04:00Z,1788-1-1-GV,,device_not_recording
1770613500000,2026-02-09T05:05:00Z,1788-1-1-GV,,device_not_recording
1770613560000,2026-02-09T05:06:00Z,1788-1-1-GV,,device_not_recording
1770613620000,2026-02-09T05:07:00Z,1788-1-1-GV,,device_not_recording
1770613680000,2026-02-09T05:08:00Z,1788-1-1-GV,,device_not_recording
1770613740000,2026-02-09T05:09:00Z,1788-1-1-GV,,device_not_recording
1770613800000,2026-02-09T05:10:00Z,1788-1-1-GV,,device_not_recording
1770613860000,2026-02-09T05:11:00Z,1788-1-1-GV,,device_not_recording
1770613920000,2026-02-09T05:12:00Z,1788-1-1-GV,,device_not_recording
1770613980000,2026-02-09T05:13:00Z,1788-1-1-GV,,device_not_recording
1770614040000,2026-02-09T05:14:00Z,1788-1-1-GV,,device_not_recording
1770614100000,2026-02-09T05:15:00Z,1788-1-1-GV,,device_not_recording
1770614160000,2026-02-09T05:16:00Z,1788-1-1-GV,,device_not_recording
1770614220000,2026-02-09T05:17:00Z,1788-1-1-GV,,device_not_recording
1770614280000,2026-02-09T05:18:00Z,1788-1-1-GV,,device_not_recording
1770614340000,2026-02-09T05:19:00Z,1788-1-1-GV,,device_not_recording
1770614400000,2026-02-09T05:20:00Z,1788-1-1-GV,,device_not_recording
1770614460000,2026-02-09T05:21:00Z,1788-1-1-GV,,device_not_recording
1770614520000,2026-02-09T05:22:00Z,1788-1-1-GV,,device_not_recording
1770614580000,2026-02-09T05:23:00Z,1788-1-1-GV,,device_not_recording
1770614640000,2026-02-09T05:24:00Z,1788-1-1-GV,,device_not_recording
1770614700000,2026-02-09T05:25:00Z,1788-1-1-GV,,device_not_recording
1770614760000,2026-02-09T05:26:00Z,1788-1-1-GV,,device_not_recording
1770614820000,2026-02-09T05:27:00Z,1788-1-1-GV,,device_not_recording
1770614880000,2026-02-09T05:28:00Z,1788-1-1-GV,,device_not_recording
1770614940000,2026-02-09T05:29:00Z,1788-1-1-GV,,device_not_recording
1770615000000,2026-02-09T05:30:00Z,1788-1-1-GV,,device_not_recording
1770615060000,2026-02-09T05:31:00Z,1788-1-1-GV,,device_not_recording
1770615120000,2026-02-09T05:32:00Z,1788-1-1-GV,,device_not_recording
1770615180000,2026-02-09T05:33:00Z,1788-1-1-GV,,device_not_recording
1770615240000,2026-02-09T05:34:00Z,1788-1-1-GV,,device_not_recording
1770615300000,2026-02-09T05:35:00Z,1788-1-1-GV,,device_not_recording
1770615360000,2026-02-09T05:36:00Z,1788-1-1-GV,,device_not_recording
1770615420000,2026-02-09T05:37:00Z,1788-1-1-GV,,device_not_recording
1770615480000,2026-02-09T05:38:00Z,1788-1-1-GV,,device_not_recording
1770615540000,2026-02-09T05:39:00Z,1788-1-1-GV,,device_not_recording
1770615600000,2026-02-09T05:40:00Z,1788-1-1-GV,,device_not_recording
